Comunidades y Ciudades Autónomas;Sexo;Periodo;Total
09 Cataluña;Ambos sexos;1978;75,03
09 Cataluña;Ambos sexos;1977;74,89
09 Cataluña;Ambos sexos;1976;74,2
09 Cataluña;Ambos sexos;1975;73,58
09 Cataluña;Hombres;2021;80,5
09 Cataluña;Hombres;2020;79,5
09 Cataluña;Hombres;2019;81,02
09 Cataluña;Hombres;2018;80,59
09 Cataluña;Hombres;2017;80,53
09 Cataluña;Hombres;2016;80,63
09 Cataluña;Hombres;2015;80,31
09 Cataluña;Hombres;2014;80,36
09 Cataluña;Hombres;2013;80,05
09 Cataluña;Hombres;2012;79,6
09 Cataluña;Hombres;2011;79,59
09 Cataluña;Hombres;2010;79,22
09 Cataluña;Hombres;2009;78,9
09 Cataluña;Hombres;2008;78,61
09 Cataluña;Hombres;2007;78,13
09 Cataluña;Hombres;2006;78,04
09 Cataluña;Hombres;2005;77,17
09 Cataluña;Hombres;2004;77,27
09 Cataluña;Hombres;2003;76,72
09 Cataluña;Hombres;2002;76,7
09 Cataluña;Hombres;2001;76,45
09 Cataluña;Hombres;2000;76,2
09 Cataluña;Hombres;1999;75,5
09 Cataluña;Hombres;1998;75,76
09 Cataluña;Hombres;1997;75,52
09 Cataluña;Hombres;1996;74,94
09 Cataluña;Hombres;1995;74,61
09 Cataluña;Hombres;1994;74,65
09 Cataluña;Hombres;1993;74,17
09 Cataluña;Hombres;1992;73,78
09 Cataluña;Hombres;1991;73,72
09 Cataluña;Hombres;1990;73,38
09 Cataluña;Hombres;1989;73,37
09 Cataluña;Hombres;1988;73,76
09 Cataluña;Hombres;1987;73,99
09 Cataluña;Hombres;1986;73,87
09 Cataluña;Hombres;1985;73,98
09 Cataluña;Hombres;1984;74,07
09 Cataluña;Hombres;1983;73,76
09 Cataluña;Hombres;1982;74,34
09 Cataluña;Hombres;1981;73,88
09 Cataluña;Hombres;1980;73,49
09 Cataluña;Hombres;1979;72,65
09 Cataluña;Hombres;1978;72,24
09 Cataluña;Hombres;1977;72,18
09 Cataluña;Hombres;1976;71,49
09 Cataluña;Hombres;1975;70,91
09 Cataluña;Mujeres;2021;86,09
09 Cataluña;Mujeres;2020;84,98
09 Cataluña;Mujeres;2019;86,52
09 Cataluña;Mujeres;2018;86,12
09 Cataluña;Mujeres;2017;86,01
09 Cataluña;Mujeres;2016;86,11
09 Cataluña;Mujeres;2015;85,75
09 Cataluña;Mujeres;2014;85,86
09 Cataluña;Mujeres;2013;85,79
09 Cataluña;Mujeres;2012;85,27
09 Cataluña;Mujeres;2011;85,44
09 Cataluña;Mujeres;2010;85,21
09 Cataluña;Mujeres;2009;84,8
09 Cataluña;Mujeres;2008;84,56
09 Cataluña;Mujeres;2007;84,49
09 Cataluña;Mujeres;2006;84,47
09 Cataluña;Mujeres;2005;83,75
09 Cataluña;Mujeres;2004;83,94
09 Cataluña;Mujeres;2003;83,23
09 Cataluña;Mujeres;2002;83,33
09 Cataluña;Mujeres;2001;83,26
09 Cataluña;Mujeres;2000;83,1
09 Cataluña;Mujeres;1999;82,47
09 Cataluña;Mujeres;1998;82,57
09 Cataluña;Mujeres;1997;82,24
09 Cataluña;Mujeres;1996;82,37
09 Cataluña;Mujeres;1995;81,98
09 Cataluña;Mujeres;1994;81,87
09 Cataluña;Mujeres;1993;81,51
09 Cataluña;Mujeres;1992;81,29
09 Cataluña;Mujeres;1991;80,84
09 Cataluña;Mujeres;1990;80,33
09 Cataluña;Mujeres;1989;80,25
09 Cataluña;Mujeres;1988;80,18
09 Cataluña;Mujeres;1987;80,02
09 Cataluña;Mujeres;1986;79,91
09 Cataluña;Mujeres;1985;79,75
09 Cataluña;Mujeres;1984;79,86
09 Cataluña;Mujeres;1983;79,39
09 Cataluña;Mujeres;1982;79,82
09 Cataluña;Mujeres;1981;79,27
09 Cataluña;Mujeres;1980;78,94
09 Cataluña;Mujeres;1979;78,41
09 Cataluña;Mujeres;1978;77,65
09 Cataluña;Mujeres;1977;77,42
09 Cataluña;Mujeres;1976;76,76
09 Cataluña;Mujeres;1975;76,09
10 Comunitat Valenciana;Ambos sexos;2021;82,22
10 Comunitat Valenciana;Ambos sexos;2020;82,36
10 Comunitat Valenciana;Ambos sexos;2019;83
10 Comunitat Valenciana;Ambos sexos;2018;82,58
10 Comunitat Valenciana;Ambos sexos;2017;82,5
10 Comunitat Valenciana;Ambos sexos;2016;82,59
10 Comunitat Valenciana;Ambos sexos;2015;82,23
10 Comunitat Valenciana;Ambos sexos;2014;82,41
10 Comunitat Valenciana;Ambos sexos;2013;82,37
10 Comunitat Valenciana;Ambos sexos;2012;81,86
10 Comunitat Valenciana;Ambos sexos;2011;81,76
10 Comunitat Valenciana;Ambos sexos;2010;81,55
10 Comunitat Valenciana;Ambos sexos;2009;81,27
10 Comunitat Valenciana;Ambos sexos;2008;80,85
10 Comunitat Valenciana;Ambos sexos;2007;80,48
10 Comunitat Valenciana;Ambos sexos;2006;80,44
10 Comunitat Valenciana;Ambos sexos;2005;79,65
10 Comunitat Valenciana;Ambos sexos;2004;79,8
10 Comunitat Valenciana;Ambos sexos;2003;79,04
10 Comunitat Valenciana;Ambos sexos;2002;79,01
10 Comunitat Valenciana;Ambos sexos;2001;78,93
10 Comunitat Valenciana;Ambos sexos;2000;78,76
10 Comunitat Valenciana;Ambos sexos;1999;78,12
10 Comunitat Valenciana;Ambos sexos;1998;78,42
10 Comunitat Valenciana;Ambos sexos;1997;77,94
10 Comunitat Valenciana;Ambos sexos;1996;77,66
10 Comunitat Valenciana;Ambos sexos;1995;77,64
10 Comunitat Valenciana;Ambos sexos;1994;77,25
10 Comunitat Valenciana;Ambos sexos;1993;77,15
10 Comunitat Valenciana;Ambos sexos;1992;76,81
10 Comunitat Valenciana;Ambos sexos;1991;76,53
10 Comunitat Valenciana;Ambos sexos;1990;76,27
10 Comunitat Valenciana;Ambos sexos;1989;76,03
10 Comunitat Valenciana;Ambos sexos;1988;75,97
10 Comunitat Valenciana;Ambos sexos;1987;76,06
10 Comunitat Valenciana;Ambos sexos;1986;76
10 Comunitat Valenciana;Ambos sexos;1985;75,81
10 Comunitat Valenciana;Ambos sexos;1984;75,9
10 Comunitat Valenciana;Ambos sexos;1983;75,47
10 Comunitat Valenciana;Ambos sexos;1982;75,35
10 Comunitat Valenciana;Ambos sexos;1981;74,91
10 Comunitat Valenciana;Ambos sexos;1980;74,6
10 Comunitat Valenciana;Ambos sexos;1979;73,99
10 Comunitat Valenciana;Ambos sexos;1978;73,5
10 Comunitat Valenciana;Ambos sexos;1977;73,47
10 Comunitat Valenciana;Ambos sexos;1976;73,27
10 Comunitat Valenciana;Ambos sexos;1975;72,92
10 Comunitat Valenciana;Hombres;2021;79,48
10 Comunitat Valenciana;Hombres;2020;79,76
10 Comunitat Valenciana;Hombres;2019;80,33
10 Comunitat Valenciana;Hombres;2018;79,97
10 Comunitat Valenciana;Hombres;2017;79,9
10 Comunitat Valenciana;Hombres;2016;79,96
10 Comunitat Valenciana;Hombres;2015;79,55
10 Comunitat Valenciana;Hombres;2014;79,84
10 Comunitat Valenciana;Hombres;2013;79,81
10 Comunitat Valenciana;Hombres;2012;79,11
10 Comunitat Valenciana;Hombres;2011;78,98
10 Comunitat Valenciana;Hombres;2010;78,76
10 Comunitat Valenciana;Hombres;2009;78,38
10 Comunitat Valenciana;Hombres;2008;77,97
10 Comunitat Valenciana;Hombres;2007;77,49
10 Comunitat Valenciana;Hombres;2006;77,42
10 Comunitat Valenciana;Hombres;2005;76,62
10 Comunitat Valenciana;Hombres;2004;76,69
10 Comunitat Valenciana;Hombres;2003;75,87
10 Comunitat Valenciana;Hombres;2002;75,73
10 Comunitat Valenciana;Hombres;2001;75,72
10 Comunitat Valenciana;Hombres;2000;75,47
10 Comunitat Valenciana;Hombres;1999;74,77
10 Comunitat Valenciana;Hombres;1998;75,14
10 Comunitat Valenciana;Hombres;1997;74,53
10 Comunitat Valenciana;Hombres;1996;74,16
10 Comunitat Valenciana;Hombres;1995;74,34
10 Comunitat Valenciana;Hombres;1994;73,94
10 Comunitat Valenciana;Hombres;1993;73,94
10 Comunitat Valenciana;Hombres;1992;73,33
10 Comunitat Valenciana;Hombres;1991;73,12
10 Comunitat Valenciana;Hombres;1990;72,97
10 Comunitat Valenciana;Hombres;1989;72,81
10 Comunitat Valenciana;Hombres;1988;72,8
10 Comunitat Valenciana;Hombres;1987;73
10 Comunitat Valenciana;Hombres;1986;73,13
10 Comunitat Valenciana;Hombres;1985;72,74
10 Comunitat Valenciana;Hombres;1984;73,01
10 Comunitat Valenciana;Hombres;1983;72,65
10 Comunitat Valenciana;Hombres;1982;72,6
10 Comunitat Valenciana;Hombres;1981;72,19
10 Comunitat Valenciana;Hombres;1980;71,72
10 Comunitat Valenciana;Hombres;1979;71,13
10 Comunitat Valenciana;Hombres;1978;70,76
10 Comunitat Valenciana;Hombres;1977;70,78
10 Comunitat Valenciana;Hombres;1976;70,41
10 Comunitat Valenciana;Hombres;1975;70,25
10 Comunitat Valenciana;Mujeres;2021;84,99
10 Comunitat Valenciana;Mujeres;2020;84,95
10 Comunitat Valenciana;Mujeres;2019;85,64
10 Comunitat Valenciana;Mujeres;2018;85,16
10 Comunitat Valenciana;Mujeres;2017;85,09
10 Comunitat Valenciana;Mujeres;2016;85,18
10 Comunitat Valenciana;Mujeres;2015;84,91
10 Comunitat Valenciana;Mujeres;2014;84,94
10 Comunitat Valenciana;Mujeres;2013;84,88
10 Comunitat Valenciana;Mujeres;2012;84,59
10 Comunitat Valenciana;Mujeres;2011;84,51
10 Comunitat Valenciana;Mujeres;2010;84,32
10 Comunitat Valenciana;Mujeres;2009;84,18
10 Comunitat Valenciana;Mujeres;2008;83,74
10 Comunitat Valenciana;Mujeres;2007;83,5
10 Comunitat Valenciana;Mujeres;2006;83,47
10 Comunitat Valenciana;Mujeres;2005;82,7
10 Comunitat Valenciana;Mujeres;2004;82,92
10 Comunitat Valenciana;Mujeres;2003;82,26
10 Comunitat Valenciana;Mujeres;2002;82,34
10 Comunitat Valenciana;Mujeres;2001;82,16
10 Comunitat Valenciana;Mujeres;2000;82,09
10 Comunitat Valenciana;Mujeres;1999;81,51
10 Comunitat Valenciana;Mujeres;1998;81,69
10 Comunitat Valenciana;Mujeres;1997;81,4
10 Comunitat Valenciana;Mujeres;1996;81,2
10 Comunitat Valenciana;Mujeres;1995;80,96
10 Comunitat Valenciana;Mujeres;1994;80,58
10 Comunitat Valenciana;Mujeres;1993;80,36
10 Comunitat Valenciana;Mujeres;1992;80,32
10 Comunitat Valenciana;Mujeres;1991;79,95
10 Comunitat Valenciana;Mujeres;1990;79,59
10 Comunitat Valenciana;Mujeres;1989;79,24
10 Comunitat Valenciana;Mujeres;1988;79,13
10 Comunitat Valenciana;Mujeres;1987;79,08
10 Comunitat Valenciana;Mujeres;1986;78,8
10 Comunitat Valenciana;Mujeres;1985;78,85
10 Comunitat Valenciana;Mujeres;1984;78,72
10 Comunitat Valenciana;Mujeres;1983;78,22
10 Comunitat Valenciana;Mujeres;1982;78
10 Comunitat Valenciana;Mujeres;1981;77,54
10 Comunitat Valenciana;Mujeres;1980;77,43
10 Comunitat Valenciana;Mujeres;1979;76,81
10 Comunitat Valenciana;Mujeres;1978;76,18
10 Comunitat Valenciana;Mujeres;1977;76,09
10 Comunitat Valenciana;Mujeres;1976;76,1
10 Comunitat Valenciana;Mujeres;1975;75,54
11 Extremadura;Ambos sexos;2021;82,14
11 Extremadura;Ambos sexos;2020;81,78
11 Extremadura;Ambos sexos;2019;82,79
11 Extremadura;Ambos sexos;2018;82,5
11 Extremadura;Ambos sexos;2017;82,24
11 Extremadura;Ambos sexos;2016;82,29
11 Extremadura;Ambos sexos;2015;82,02
11 Extremadura;Ambos sexos;2014;82,34
11 Extremadura;Ambos sexos;2013;81,85
11 Extremadura;Ambos sexos;2012;81,43
11 Extremadura;Ambos sexos;2011;81,74
11 Extremadura;Ambos sexos;2010;81,21
11 Extremadura;Ambos sexos;2009;81,05
11 Extremadura;Ambos sexos;2008;81,03
11 Extremadura;Ambos sexos;2007;80,48
11 Extremadura;Ambos sexos;2006;80,43
11 Extremadura;Ambos sexos;2005;79,6
11 Extremadura;Ambos sexos;2004;79,82
11 Extremadura;Ambos sexos;2003;79,03
11 Extremadura;Ambos sexos;2002;79,38
11 Extremadura;Ambos sexos;2001;79,25
11 Extremadura;Ambos sexos;2000;78,83
11 Extremadura;Ambos sexos;1999;78,56
11 Extremadura;Ambos sexos;1998;78,6
11 Extremadura;Ambos sexos;1997;78,45
11 Extremadura;Ambos sexos;1996;77,94
11 Extremadura;Ambos sexos;1995;78,05
11 Extremadura;Ambos sexos;1994;77,8
11 Extremadura;Ambos sexos;1993;77,24
11 Extremadura;Ambos sexos;1992;77,26
11 Extremadura;Ambos sexos;1991;76,84
11 Extremadura;Ambos sexos;1990;76,46
11 Extremadura;Ambos sexos;1989;76,47
11 Extremadura;Ambos sexos;1988;76,42
11 Extremadura;Ambos sexos;1987;76,29
11 Extremadura;Ambos sexos;1986;75,69
11 Extremadura;Ambos sexos;1985;75,91
11 Extremadura;Ambos sexos;1984;75,72
11 Extremadura;Ambos sexos;1983;75,11
11 Extremadura;Ambos sexos;1982;75,8
11 Extremadura;Ambos sexos;1981;74,98
11 Extremadura;Ambos sexos;1980;74,66
11 Extremadura;Ambos sexos;1979;74,13
11 Extremadura;Ambos sexos;1978;73,78
11 Extremadura;Ambos sexos;1977;73,7
11 Extremadura;Ambos sexos;1976;73,41
11 Extremadura;Ambos sexos;1975;73,12
11 Extremadura;Hombres;2021;79,35
11 Extremadura;Hombres;2020;79,11
11 Extremadura;Hombres;2019;79,91
11 Extremadura;Hombres;2018;79,69
11 Extremadura;Hombres;2017;79,53
11 Extremadura;Hombres;2016;79,58
11 Extremadura;Hombres;2015;79,11
11 Extremadura;Hombres;2014;79,54
11 Extremadura;Hombres;2013;79,02
11 Extremadura;Hombres;2012;78,49
11 Extremadura;Hombres;2011;78,63
11 Extremadura;Hombres;2010;78,21
11 Extremadura;Hombres;2009;77,87
11 Extremadura;Hombres;2008;78,05
11 Extremadura;Hombres;2007;77,41
11 Extremadura;Hombres;2006;77,15
11 Extremadura;Hombres;2005;76,34
11 Extremadura;Hombres;2004;76,46
11 Extremadura;Hombres;2003;75,94
11 Extremadura;Hombres;2002;75,97
11 Extremadura;Hombres;2001;76
11 Extremadura;Hombres;2000;75,53
11 Extremadura;Hombres;1999;75,24
11 Extremadura;Hombres;1998;75,3
11 Extremadura;Hombres;1997;74,95
11 Extremadura;Hombres;1996;74,6
11 Extremadura;Hombres;1995;74,62
11 Extremadura;Hombres;1994;74,38
11 Extremadura;Hombres;1993;74,03
11 Extremadura;Hombres;1992;73,98
11 Extremadura;Hombres;1991;73,49
11 Extremadura;Hombres;1990;73,38
11 Extremadura;Hombres;1989;73,24
11 Extremadura;Hombres;1988;73,19
11 Extremadura;Hombres;1987;73,22
11 Extremadura;Hombres;1986;72,48
11 Extremadura;Hombres;1985;72,89
11 Extremadura;Hombres;1984;72,57
11 Extremadura;Hombres;1983;72,03
11 Extremadura;Hombres;1982;72,85
11 Extremadura;Hombres;1981;71,88
11 Extremadura;Hombres;1980;71,45
11 Extremadura;Hombres;1979;71,15
11 Extremadura;Hombres;1978;70,7
11 Extremadura;Hombres;1977;70,62
11 Extremadura;Hombres;1976;70,57
11 Extremadura;Hombres;1975;70,23
11 Extremadura;Mujeres;2021;85,07
11 Extremadura;Mujeres;2020;84,6
11 Extremadura;Mujeres;2019;85,8
11 Extremadura;Mujeres;2018;85,42
11 Extremadura;Mujeres;2017;85,03
11 Extremadura;Mujeres;2016;85,08
11 Extremadura;Mujeres;2015;85,04
11 Extremadura;Mujeres;2014;85,23
11 Extremadura;Mujeres;2013;84,77
11 Extremadura;Mujeres;2012;84,49
11 Extremadura;Mujeres;2011;84,97
11 Extremadura;Mujeres;2010;84,31
11 Extremadura;Mujeres;2009;84,37
11 Extremadura;Mujeres;2008;84,1
11 Extremadura;Mujeres;2007;83,67
11 Extremadura;Mujeres;2006;83,82
11 Extremadura;Mujeres;2005;83,03
11 Extremadura;Mujeres;2004;83,31
11 Extremadura;Mujeres;2003;82,22
11 Extremadura;Mujeres;2002;82,92
11 Extremadura;Mujeres;2001;82,64
11 Extremadura;Mujeres;2000;82,24
11 Extremadura;Mujeres;1999;82
11 Extremadura;Mujeres;1998;82
11 Extremadura;Mujeres;1997;82,08
11 Extremadura;Mujeres;1996;81,38
11 Extremadura;Mujeres;1995;81,57
11 Extremadura;Mujeres;1994;81,31
11 Extremadura;Mujeres;1993;80,5
11 Extremadura;Mujeres;1992;80,6
11 Extremadura;Mujeres;1991;80,27
11 Extremadura;Mujeres;1990;79,56
11 Extremadura;Mujeres;1989;79,73
11 Extremadura;Mujeres;1988;79,66
11 Extremadura;Mujeres;1987;79,35
11 Extremadura;Mujeres;1986;78,89
11 Extremadura;Mujeres;1985;78,89
11 Extremadura;Mujeres;1984;78,82
11 Extremadura;Mujeres;1983;78,18
11 Extremadura;Mujeres;1982;78,68
11 Extremadura;Mujeres;1981;78,04
11 Extremadura;Mujeres;1980;77,86
11 Extremadura;Mujeres;1979;77,1
11 Extremadura;Mujeres;1978;76,85
11 Extremadura;Mujeres;1977;76,79
11 Extremadura;Mujeres;1976;76,21
11 Extremadura;Mujeres;1975;75,98
12 Galicia;Ambos sexos;2021;83,4
12 Galicia;Ambos sexos;2020;83,33
12 Galicia;Ambos sexos;2019;83,51
12 Galicia;Ambos sexos;2018;83,09
12 Galicia;Ambos sexos;2017;83,07
12 Galicia;Ambos sexos;2016;82,65
12 Galicia;Ambos sexos;2015;82,62
12 Galicia;Ambos sexos;2014;82,92
12 Galicia;Ambos sexos;2013;82,6
12 Galicia;Ambos sexos;2012;82,24
12 Galicia;Ambos sexos;2011;82,11
12 Galicia;Ambos sexos;2010;81,93
12 Galicia;Ambos sexos;2009;81,46
12 Galicia;Ambos sexos;2008;81,31
12 Galicia;Ambos sexos;2007;80,89
12 Galicia;Ambos sexos;2006;80,81
12 Galicia;Ambos sexos;2005;80,51
12 Galicia;Ambos sexos;2004;80,63
12 Galicia;Ambos sexos;2003;79,87
12 Galicia;Ambos sexos;2002;80
12 Galicia;Ambos sexos;2001;79,87
12 Galicia;Ambos sexos;2000;79,29
12 Galicia;Ambos sexos;1999;79,14
12 Galicia;Ambos sexos;1998;78,91
12 Galicia;Ambos sexos;1997;78,61
12 Galicia;Ambos sexos;1996;77,85
12 Galicia;Ambos sexos;1995;77,92
12 Galicia;Ambos sexos;1994;77,86
12 Galicia;Ambos sexos;1993;77,52
12 Galicia;Ambos sexos;1992;77,32
12 Galicia;Ambos sexos;1991;76,83
12 Galicia;Ambos sexos;1990;76,37
12 Galicia;Ambos sexos;1989;76,59
12 Galicia;Ambos sexos;1988;76,54
12 Galicia;Ambos sexos;1987;76,48
12 Galicia;Ambos sexos;1986;75,85
12 Galicia;Ambos sexos;1985;75,96
12 Galicia;Ambos sexos;1984;76,05
12 Galicia;Ambos sexos;1983;75,73
12 Galicia;Ambos sexos;1982;75,63
12 Galicia;Ambos sexos;1981;75,18
12 Galicia;Ambos sexos;1980;75,06
12 Galicia;Ambos sexos;1979;74,27
12 Galicia;Ambos sexos;1978;73,83
12 Galicia;Ambos sexos;1977;73,38
12 Galicia;Ambos sexos;1976;73,17
12 Galicia;Ambos sexos;1975;72,85
12 Galicia;Hombres;2021;80,44
12 Galicia;Hombres;2020;80,37
12 Galicia;Hombres;2019;80,62
12 Galicia;Hombres;2018;80,13
12 Galicia;Hombres;2017;80,15
12 Galicia;Hombres;2016;79,45
12 Galicia;Hombres;2015;79,6
12 Galicia;Hombres;2014;79,78
12 Galicia;Hombres;2013;79,58
12 Galicia;Hombres;2012;79,08
12 Galicia;Hombres;2011;78,83
12 Galicia;Hombres;2010;78,61
12 Galicia;Hombres;2009;78,12
12 Galicia;Hombres;2008;77,85
12 Galicia;Hombres;2007;77,33
12 Galicia;Hombres;2006;77,23
12 Galicia;Hombres;2005;76,9
12 Galicia;Hombres;2004;77,02
12 Galicia;Hombres;2003;76,33
12 Galicia;Hombres;2002;76,4
12 Galicia;Hombres;2001;76,38
12 Galicia;Hombres;2000;75,61
12 Galicia;Hombres;1999;75,41
12 Galicia;Hombres;1998;75,15
12 Galicia;Hombres;1997;74,85
12 Galicia;Hombres;1996;73,89
12 Galicia;Hombres;1995;74,04
12 Galicia;Hombres;1994;73,99
12 Galicia;Hombres;1993;73,74
12 Galicia;Hombres;1992;73,5
12 Galicia;Hombres;1991;73,06
12 Galicia;Hombres;1990;72,85
12 Galicia;Hombres;1989;73,07
12 Galicia;Hombres;1988;73,04
12 Galicia;Hombres;1987;72,99
12 Galicia;Hombres;1986;72,36
12 Galicia;Hombres;1985;72,49
12 Galicia;Hombres;1984;72,73
12 Galicia;Hombres;1983;72,59
12 Galicia;Hombres;1982;72,32
12 Galicia;Hombres;1981;72,09
12 Galicia;Hombres;1980;71,89
12 Galicia;Hombres;1979;71,03
12 Galicia;Hombres;1978;70,61
12 Galicia;Hombres;1977;70,29
12 Galicia;Hombres;1976;69,96
12 Galicia;Hombres;1975;69,76
12 Galicia;Mujeres;2021;86,3
12 Galicia;Mujeres;2020;86,22
12 Galicia;Mujeres;2019;86,31
12 Galicia;Mujeres;2018;85,99
12 Galicia;Mujeres;2017;85,9
12 Galicia;Mujeres;2016;85,84
12 Galicia;Mujeres;2015;85,56
12 Galicia;Mujeres;2014;85,99
12 Galicia;Mujeres;2013;85,54
12 Galicia;Mujeres;2012;85,33
12 Galicia;Mujeres;2011;85,32
12 Galicia;Mujeres;2010;85,21
12 Galicia;Mujeres;2009;84,74
12 Galicia;Mujeres;2008;84,72
12 Galicia;Mujeres;2007;84,41
12 Galicia;Mujeres;2006;84,34
12 Galicia;Mujeres;2005;84,07
12 Galicia;Mujeres;2004;84,17
12 Galicia;Mujeres;2003;83,34
12 Galicia;Mujeres;2002;83,52
12 Galicia;Mujeres;2001;83,24
12 Galicia;Mujeres;2000;82,88
12 Galicia;Mujeres;1999;82,83
12 Galicia;Mujeres;1998;82,6
12 Galicia;Mujeres;1997;82,29
12 Galicia;Mujeres;1996;81,8
12 Galicia;Mujeres;1995;81,76
12 Galicia;Mujeres;1994;81,69
12 Galicia;Mujeres;1993;81,25
12 Galicia;Mujeres;1992;81,09
12 Galicia;Mujeres;1991;80,55
12 Galicia;Mujeres;1990;79,8
12 Galicia;Mujeres;1989;80,02
12 Galicia;Mujeres;1988;79,96
12 Galicia;Mujeres;1987;79,84
12 Galicia;Mujeres;1986;79,24
12 Galicia;Mujeres;1985;79,33
12 Galicia;Mujeres;1984;79,23
12 Galicia;Mujeres;1983;78,69
12 Galicia;Mujeres;1982;78,77
12 Galicia;Mujeres;1981;78,1
12 Galicia;Mujeres;1980;78,07
12 Galicia;Mujeres;1979;77,37
12 Galicia;Mujeres;1978;76,91
12 Galicia;Mujeres;1977;76,29
12 Galicia;Mujeres;1976;76,23
12 Galicia;Mujeres;1975;75,78
13 Madrid, Comunidad de;Ambos sexos;2021;84,63
13 Madrid, Comunidad de;Ambos sexos;2020;82,33
13 Madrid, Comunidad de;Ambos sexos;2019;84,99
13 Madrid, Comunidad de;Ambos sexos;2018;84,78
13 Madrid, Comunidad de;Ambos sexos;2017;84,53
13 Madrid, Comunidad de;Ambos sexos;2016;84,54
13 Madrid, Comunidad de;Ambos sexos;2015;84
13 Madrid, Comunidad de;Ambos sexos;2014;84,22
13 Madrid, Comunidad de;Ambos sexos;2013;84,14
13 Madrid, Comunidad de;Ambos sexos;2012;83,64
13 Madrid, Comunidad de;Ambos sexos;2011;83,63
13 Madrid, Comunidad de;Ambos sexos;2010;83,39
13 Madrid, Comunidad de;Ambos sexos;2009;82,93
13 Madrid, Comunidad de;Ambos sexos;2008;82,58
13 Madrid, Comunidad de;Ambos sexos;2007;82,08
13 Madrid, Comunidad de;Ambos sexos;2006;82,06
13 Madrid, Comunidad de;Ambos sexos;2005;81,5
13 Madrid, Comunidad de;Ambos sexos;2004;81,24
13 Madrid, Comunidad de;Ambos sexos;2003;80,63
13 Madrid, Comunidad de;Ambos sexos;2002;80,81
13 Madrid, Comunidad de;Ambos sexos;2001;80,58
13 Madrid, Comunidad de;Ambos sexos;2000;80,36
13 Madrid, Comunidad de;Ambos sexos;1999;80,19
13 Madrid, Comunidad de;Ambos sexos;1998;79,93
13 Madrid, Comunidad de;Ambos sexos;1997;79,97
13 Madrid, Comunidad de;Ambos sexos;1996;79,18
13 Madrid, Comunidad de;Ambos sexos;1995;78,81
13 Madrid, Comunidad de;Ambos sexos;1994;78,75
13 Madrid, Comunidad de;Ambos sexos;1993;78,32
13 Madrid, Comunidad de;Ambos sexos;1992;78,1
13 Madrid, Comunidad de;Ambos sexos;1991;77,58
13 Madrid, Comunidad de;Ambos sexos;1990;77,24
13 Madrid, Comunidad de;Ambos sexos;1989;77,43
13 Madrid, Comunidad de;Ambos sexos;1988;77,25
13 Madrid, Comunidad de;Ambos sexos;1987;77,32
13 Madrid, Comunidad de;Ambos sexos;1986;77,48
13 Madrid, Comunidad de;Ambos sexos;1985;76,77
13 Madrid, Comunidad de;Ambos sexos;1984;76,74
13 Madrid, Comunidad de;Ambos sexos;1983;76,21
13 Madrid, Comunidad de;Ambos sexos;1982;76,61
13 Madrid, Comunidad de;Ambos sexos;1981;75,65
13 Madrid, Comunidad de;Ambos sexos;1980;76,09
13 Madrid, Comunidad de;Ambos sexos;1979;75,71
13 Madrid, Comunidad de;Ambos sexos;1978;75,26
13 Madrid, Comunidad de;Ambos sexos;1977;74,98
13 Madrid, Comunidad de;Ambos sexos;1976;74,6
13 Madrid, Comunidad de;Ambos sexos;1975;74,46
13 Madrid, Comunidad de;Hombres;2021;81,81
13 Madrid, Comunidad de;Hombres;2020;79,45
13 Madrid, Comunidad de;Hombres;2019;82,41
13 Madrid, Comunidad de;Hombres;2018;82,07
13 Madrid, Comunidad de;Hombres;2017;81,91
13 Madrid, Comunidad de;Hombres;2016;81,79
13 Madrid, Comunidad de;Hombres;2015;81,19
13 Madrid, Comunidad de;Hombres;2014;81,46
13 Madrid, Comunidad de;Hombres;2013;81,25
13 Madrid, Comunidad de;Hombres;2012;80,81
13 Madrid, Comunidad de;Hombres;2011;80,68
13 Madrid, Comunidad de;Hombres;2010;80,37
13 Madrid, Comunidad de;Hombres;2009;79,82
13 Madrid, Comunidad de;Hombres;2008;79,36
13 Madrid, Comunidad de;Hombres;2007;78,78
13 Madrid, Comunidad de;Hombres;2006;78,72
13 Madrid, Comunidad de;Hombres;2005;78,15
13 Madrid, Comunidad de;Hombres;2004;77,89
13 Madrid, Comunidad de;Hombres;2003;77,15
13 Madrid, Comunidad de;Hombres;2002;77,25
13 Madrid, Comunidad de;Hombres;2001;76,96
13 Madrid, Comunidad de;Hombres;2000;76,88
13 Madrid, Comunidad de;Hombres;1999;76,7
13 Madrid, Comunidad de;Hombres;1998;76,23
13 Madrid, Comunidad de;Hombres;1997;76,28
13 Madrid, Comunidad de;Hombres;1996;75,32
13 Madrid, Comunidad de;Hombres;1995;74,81
13 Madrid, Comunidad de;Hombres;1994;74,76
13 Madrid, Comunidad de;Hombres;1993;74,21
13 Madrid, Comunidad de;Hombres;1992;73,99
13 Madrid, Comunidad de;Hombres;1991;73,5
13 Madrid, Comunidad de;Hombres;1990;73,39
13 Madrid, Comunidad de;Hombres;1989;73,66
13 Madrid, Comunidad de;Hombres;1988;73,58
13 Madrid, Comunidad de;Hombres;1987;73,67
13 Madrid, Comunidad de;Hombres;1986;74,04
13 Madrid, Comunidad de;Hombres;1985;73,26
13 Madrid, Comunidad de;Hombres;1984;73,28
13 Madrid, Comunidad de;Hombres;1983;72,65
